date,stock_id,return,market_index,market_cap,book_to_market,risk_free_rate
2020-04-09,STOCK_001,0.010046172194888977,963.9655806778823,3336662739.7448072,1.9101994272766287,0.0001
2020-04-10,STOCK_001,0.02377082041394907,979.5628962613964,3378133393.5305905,1.8970263006996635,0.0001
2020-04-13,STOCK_001,-0.018970053831699394,979.9956079920844,3300965776.645079,1.911346325404218,0.0001
2020-04-14,STOCK_001,0.021339313448489588,996.1130435861821,3273848413.0410795,1.9106521517038935,0.0001
2020-04-15,STOCK_001,-0.045972773640647835,970.8143113305027,3383845396.639249,1.9125333228151153,0.0001
2020-04-16,STOCK_001,0.00545150134970213,979.5701099172256,3336221631.546703,1.9002843359542554,0.0001
2020-04-17,STOCK_001,0.011234825003471064,981.2064530671798,3308026801.1315565,1.9087461098988479,0.0001
2020-04-20,STOCK_001,0.007135253862491991,979.0575388117172,3317967370.9857173,1.9245882656933049,0.0001
2020-04-21,STOCK_001,-0.02380558041567297,980.7391756431097,3347105638.3288307,1.9017062210937186,0.0001
2020-04-22,STOCK_001,-0.02604955622853452,962.0308999952287,3336747670.19087,1.9170974441292266,0.0001
2020-04-23,STOCK_001,-0.002735727826292891,960.6872132756251,3366493000.5584764,1.9274462185563257,0.0001
2020-04-24,STOCK_001,-0.008230004552774327,964.8864978577589,3294754810.3496804,1.9045804627761693,0.0001
2020-04-27,STOCK_001,0.023705556164853408,985.7940547443621,3286683638.0629325,1.9100959929333994,0.0001
2020-04-28,STOCK_001,0.013693199562200211,977.6375422181117,3344065590.909456,1.9217741780644384,0.0001
2020-04-29,STOCK_001,-0.03161170480492335,965.2925179645292,3326014591.280141,1.90927533729796,0.0001
2020-04-30,STOCK_001,-0.014369739472647348,957.5447369054245,3333593982.9999413,1.9043482539341294,0.0001
2020-05-01,STOCK_001,0.025600611966230584,970.2140417363373,3398093841.1108146,1.896961692043449,0.0001
2020-05-04,STOCK_001,0.03073628701233227,974.5133188578926,3334691822.4647136,1.9316826641110008,0.0001
2020-05-05,STOCK_001,2.1150446836900694e-05,966.282186582886,3328768989.2244015,1.9105165229747534,0.0001
2020-05-06,STOCK_001,0.0259293829985539,973.238463153153,3316644930.1366296,1.9106087677641386,0.0001
2020-05-07,STOCK_001,-0.011587180738694946,974.1690379955888,3374238500.5453534,1.8911845237435956,0.0001
2020-05-08,STOCK_001,0.03034167318448098,987.8363128553912,3379583648.3086095,1.8987182075154132,0.0001
2020-05-11,STOCK_001,-0.015229707218792061,976.9396916036956,3319667016.982737,1.908229320481006,0.0001
2020-05-12,STOCK_001,0.0031887443245033897,971.6496294111823,3348132900.120725,1.8970528785664902,0.0001
2020-05-13,STOCK_001,-0.013106556882008624,965.4489284712773,3343926267.8211966,1.9316893898271121,0.0001
2020-05-14,STOCK_001,-0.026357891111862014,943.771969929904,3283168825.313584,1.9141475205516836,0.0001
2020-05-15,STOCK_001,-0.009513339656362956,947.4921342032604,3306508294.3513365,1.9164058052460313,0.0001
2020-05-18,STOCK_001,0.009881459059119649,950.7286053908999,3329179995.436331,1.9061999282541744,0.0001
2020-05-19,STOCK_001,0.010614536265050704,950.3261637307406,3344781690.594379,1.9295861908477872,0.0001
2020-05-20,STOCK_001,-0.009900483626546558,946.5069862910603,3322188339.3630624,1.9192156996774679,0.0001
2020-05-21,STOCK_001,-0.030376211953959568,925.9388583647747,3285495511.4689555,1.9031884859858423,0.0001
2020-05-22,STOCK_001,-0.017991739987734116,919.6335111865246,3344266897.9549007,1.926524237982868,0.0001
2020-05-25,STOCK_001,0.008622539271488778,914.4461181184098,3340379395.4937134,1.9093402561737953,0.0001
2020-05-26,STOCK_001,-0.03678412986343766,902.9843050419354,3328519067.6251264,1.9003776294479242,0.0001
2020-05-27,STOCK_001,-0.003238228271427277,900.3482358954856,3348664203.9825206,1.92077018901233,0.0001
2020-05-28,STOCK_001,0.021299697696659695,905.3548589197133,3313494633.937161,1.907839226153189,0.0001
2020-05-29,STOCK_001,0.029847290536476875,930.5171950475556,3337392523.778184,1.9081578439931948,0.0001
2020-06-01,STOCK_001,-0.005774593353036596,932.4886513007391,3326341401.2121563,1.9324104559253714,0.0001
2020-06-02,STOCK_001,-0.009774374577963638,935.6248492223945,3320320297.683418,1.9089072835587184,0.0001
2020-06-03,STOCK_001,-0.009940381007676512,934.1122350670742,3306988948.298054,1.9194493297556374,0.0001
2020-06-04,STOCK_001,-0.02689800116500389,906.7599639219603,3322510529.5938373,1.9061245237037032,0.0001
2020-06-05,STOCK_001,0.0009331781717923013,905.9459581288129,3372522821.794445,1.9259073858612497,0.0001
2020-06-08,STOCK_001,-0.011710836472790158,906.3114648785485,3308557299.010585,1.8944863777006273,0.0001
2020-06-09,STOCK_001,0.06219608226540988,939.3452776558652,3362078176.403902,1.9057874100051513,0.0001
2020-06-10,STOCK_001,-0.010511099361790469,936.1652045589502,3354858963.795456,1.8934961343869727,0.0001
2020-06-11,STOCK_001,0.0006664316334199564,939.9315938979701,3358253136.6271296,1.900752789188652,0.0001
2020-06-12,STOCK_001,0.019437955965682534,938.97222776563,3352866448.897437,1.912470087483902,0.0001
2020-06-15,STOCK_001,-0.02181583017071071,922.0423983438815,3296790373.0347033,1.9084416670320639,0.0001
2020-06-16,STOCK_001,0.0314839967046289,937.3873434763725,3351387056.076483,1.9133461407576609,0.0001
2020-06-17,STOCK_001,0.04609028723675209,947.4914374243702,3347995088.825455,1.9312316819677542,0.0001
2020-06-18,STOCK_001,0.022957979855895268,958.2601316539443,3276476204.248286,1.9277968629805526,0.0001
2020-06-19,STOCK_001,0.0017551329046574834,944.7095554557766,3332016185.3897676,1.9037397384141272,0.0001
2020-06-22,STOCK_001,0.01524756234740664,964.1156985262537,3284262597.0398345,1.9105253067458983,0.0001
2020-06-23,STOCK_001,-0.009707136337973023,943.3604414274843,3359220170.589267,1.9111140307958439,0.0001
2020-06-24,STOCK_001,0.01503061874856363,951.1930277127046,3378842089.9115686,1.8984579528936336,0.0001
2020-06-25,STOCK_001,0.04394821826713388,981.9706229806161,3328140267.7124352,1.9003586427437897,0.0001
2020-06-26,STOCK_001,-0.012723059787063014,966.889474085023,3340646295.8127394,1.9208137359827666,0.0001
2020-06-29,STOCK_001,-0.02406147430369824,958.192819638713,3314537417.725554,1.8874329846777147,0.0001
2020-06-30,STOCK_001,0.010979462696929515,959.1460015663063,3335164727.422315,1.916509562210156,0.0001
2020-07-01,STOCK_001,0.0011808416510941432,951.4228286575502,3341999776.8626046,1.9241497522667201,0.0001
2020-07-02,STOCK_001,-0.0432566290726959,928.81706842501,3292892174.9288735,1.9188376137602543,0.0001
2020-07-03,STOCK_001,-0.007771515755826315,929.3078968097249,3368235774.696846,1.8953273490428628,0.0001
2020-07-06,STOCK_001,-0.027300759173571176,914.0351344116805,3339182400.866248,1.9075128129574366,0.0001
2020-07-07,STOCK_001,0.006789194254126415,920.0713186593543,3325829136.5513906,1.915657980276826,0.0001
2020-07-08,STOCK_001,-0.008859482485712828,906.9222449860417,3312325042.9213057,1.9058727167846916,0.0001
2020-07-09,STOCK_001,0.030465607209238105,927.5538337162428,3329679431.2811403,1.901937728373746,0.0001
2020-07-10,STOCK_001,-0.01901937845222141,916.1924128882246,3292400500.940509,1.918829554971329,0.0001
2020-07-13,STOCK_001,-0.006214066463139313,911.3082619173167,3290304554.0367556,1.9187046721087138,0.0001
2020-07-14,STOCK_001,0.03320692036039085,921.9730822073726,3343940201.9918613,1.895832022060663,0.0001
2020-07-15,STOCK_001,-0.03443097283386227,904.4897391522436,3305989625.0398335,1.9237512908930823,0.0001
2020-07-16,STOCK_001,-0.00842464332900823,907.1235219364327,3295884140.2924476,1.9078931337424556,0.0001
2020-07-17,STOCK_001,0.03018989484892979,924.45605925954,3343922547.4148726,1.9198241331625774,0.0001
2020-07-20,STOCK_001,-0.05150516462577972,901.7031169846865,3320170074.385726,1.9066204189994365,0.0001
2020-07-21,STOCK_001,0.005878811965889662,903.7495393122865,3375886841.0349836,1.9289603945318206,0.0001
2020-07-22,STOCK_001,0.012891343346068637,906.8206988762885,3361124361.23532,1.9131493969061621,0.0001
2020-07-23,STOCK_001,0.028374150209751405,917.0018859715888,3301639184.19943,1.9043931793844302,0.0001
2020-07-24,STOCK_001,-0.010111911310111188,899.5290930076666,3345934758.362164,1.916334198054402,0.0001
2020-07-27,STOCK_001,-0.03862768899579998,881.2624913683077,3375195460.4948983,1.9185530010251273,0.0001
2020-07-28,STOCK_001,0.009170453957844318,887.7213729895868,3278511984.537451,1.9223919870901773,0.0001
2020-07-29,STOCK_001,0.020649015903437776,891.2321069312835,3295321779.809922,1.908662207297784,0.0001
2020-07-30,STOCK_001,0.011152562379452018,894.1351999395926,3336870674.082078,1.9314155232538628,0.0001
2020-07-31,STOCK_001,0.012025078476196426,898.3347054256321,3432057619.1235332,1.9181348976462578,0.0001
2020-08-03,STOCK_001,-0.014796510183961617,888.7221909537989,3322444875.9039764,1.9174443787370017,0.0001
2020-08-04,STOCK_001,0.0194650681477686,891.3739650772926,3358088642.964149,1.909267495751965,0.0001
2020-08-05,STOCK_001,0.010588760777265038,894.8468356834428,3388297029.199829,1.9145334733779902,0.0001
2020-08-06,STOCK_001,-0.02060908305812418,884.8108856757979,3345110244.523095,1.9187009598020377,0.0001
2020-08-07,STOCK_001,0.034048360370254785,909.1313441981198,3342575343.653589,1.9203552837393623,0.0001
2020-08-10,STOCK_001,-0.012765902225522721,915.1384239307285,3307997117.903561,1.906995317095221,0.0001
2020-08-11,STOCK_001,-0.01278167435429705,898.3277406459653,3291923550.5991254,1.916535978028643,0.0001
2020-08-12,STOCK_001,0.011325075411862305,906.725581573497,3354469887.2609158,1.9167106853426148,0.0001
2020-08-13,STOCK_001,-0.007260217501584728,893.0156867184219,3384278848.3714175,1.9122801058724372,0.0001
2020-08-14,STOCK_001,0.01477234349493732,903.1123623438111,3350802004.745955,1.9018951317422543,0.0001
2020-08-17,STOCK_001,0.02001507864382829,918.3559360180162,3315657874.789427,1.918984114312,0.0001
2020-08-18,STOCK_001,-0.02251209386106898,906.5915808703575,3356805379.4256864,1.909522798771108,0.0001
2020-08-19,STOCK_001,0.009728468660315126,919.2391153996879,3326159441.8601694,1.8978202082155151,0.0001
2020-08-20,STOCK_001,0.01889123295956444,923.7689504333173,3316658784.26356,1.9208471614078653,0.0001
2020-08-21,STOCK_001,0.021516980796521618,932.1019021055756,3347688597.804017,1.9171208125867092,0.0001
2020-08-24,STOCK_001,0.038664913706659206,950.5276270975826,3330199391.905887,1.9124011487252688,0.0001
2020-08-25,STOCK_001,0.008876037787350754,948.9555673630391,3306563582.7204137,1.9190155785358487,0.0001
2020-08-26,STOCK_001,-0.01661704605719777,942.5621105220306,3342554917.511537,1.9170381340535627,0.0001
2020-08-27,STOCK_001,-0.026319007878836946,934.9319342291719,3311033359.3873997,1.8917440629154614,0.0001
2020-08-28,STOCK_001,-0.005182303394594729,928.0526088996874,3365061849.4825807,1.907755128335177,0.0001
2020-08-31,STOCK_001,-0.0028384402014953324,928.0795065610833,3299824794.187633,1.918964428313279,0.0001
2020-09-01,STOCK_001,0.006861120383701214,931.988131730834,3315494345.571039,1.9224683730220193,0.0001
2020-09-02,STOCK_001,0.013074856697495117,935.3124476475657,3349079959.70413,1.9188696761153323,0.0001
2020-09-03,STOCK_001,-0.002555625892548053,943.7974454987733,3283076235.0226507,1.9239218192494991,0.0001
2020-09-04,STOCK_001,-0.00479309002822034,944.6751949785826,3337238488.8624587,1.908802707717234,0.0001
2020-09-07,STOCK_001,-0.0006887948895160543,959.1621110120313,3333315399.7935343,1.8953498414433334,0.0001
2020-09-08,STOCK_001,0.018096355944945894,957.3909526322183,3342144836.632703,1.9024911044694084,0.0001
2020-09-09,STOCK_001,0.046745486601646326,984.1995188915444,3283518446.072357,1.8977773199315329,0.0001
2020-09-10,STOCK_001,0.020841891290903473,991.1446935332223,3365578960.659902,1.9063168054505621,0.0001
2020-09-11,STOCK_001,0.01202140047333414,983.4419376524098,3379593434.510937,1.9072104574081292,0.0001
2020-09-14,STOCK_001,-0.0068501497785757315,973.6970852694252,3271712515.6314793,1.9016577770649008,0.0001
2020-09-15,STOCK_001,-0.0008780649431669279,979.1738627820927,3369677170.3866644,1.910842966517487,0.0001
2020-09-16,STOCK_001,0.006070624628780867,977.7691126853628,3310292676.9704504,1.9138636543070426,0.0001
2020-09-17,STOCK_001,-0.019369304041879365,985.5326042711644,3345244705.8990755,1.923017809721675,0.0001
2020-09-18,STOCK_001,-0.00208124335597402,990.9849414404321,3376756568.200424,1.9088936247754762,0.0001
2020-09-21,STOCK_001,0.0162213519845693,991.0560058361399,3284404590.660888,1.908380196519564,0.0001
2020-09-22,STOCK_001,-0.010457497346821177,983.4566506408487,3337206201.178202,1.9031184701991555,0.0001
2020-09-23,STOCK_001,-0.03952450545870562,969.34555018314,3296683477.037224,1.9156207987553726,0.0001
2020-09-24,STOCK_001,-0.028632814802364622,965.7927538045224,3326923239.223898,1.9126472071306493,0.0001
2020-09-25,STOCK_001,0.028614547675683784,974.8364255068115,3303295812.7575674,1.9101305979956265,0.0001
2020-09-28,STOCK_001,0.0015265623743580693,977.7033584497295,3297779159.0731153,1.92084539486679,0.0001
2020-09-29,STOCK_001,-0.019838247907998974,966.3058912595116,3363001369.174183,1.8946809776212612,0.0001
2020-09-30,STOCK_001,-0.0023572841554149898,968.752393461557,3297603488.0474515,1.8980242971591377,0.0001
2020-10-01,STOCK_001,0.007500970943045883,973.2601667148726,3306906329.583172,1.9115358069757562,0.0001
2020-10-02,STOCK_001,-0.006251870759985394,965.4365424911516,3280290594.0357924,1.9035190956107257,0.0001
2020-10-05,STOCK_001,-0.0199360755055526,967.6930100729259,3295125504.1451817,1.9143154345515545,0.0001
2020-10-06,STOCK_001,0.011513860175304463,969.0304461806393,3330850809.333887,1.905432598231384,0.0001
2020-10-07,STOCK_001,-0.005288376779573889,958.7299403608035,3334428211.647297,1.907106439639999,0.0001
2020-10-08,STOCK_001,0.008967090560588944,962.9271388595777,3319500497.280241,1.928334606558315,0.0001
2020-10-09,STOCK_001,0.03596489350251505,969.0974269655903,3373160471.360218,1.8999074487350116,0.0001
2020-10-12,STOCK_001,0.02978190506173909,980.3685266374933,3356160650.936858,1.9200919176706999,0.0001
2020-10-13,STOCK_001,0.02074844485532893,991.4839651100136,3290322220.1572623,1.9201624931961987,0.0001
2020-10-14,STOCK_001,-0.026429563660268347,978.6177814065746,3379733373.3839703,1.9016002123207467,0.0001
2020-10-15,STOCK_001,-0.0012784025387171732,970.2229530326072,3298003180.7533445,1.922064154296217,0.0001
2020-10-16,STOCK_001,0.02522090139961379,975.9961217737044,3337579490.7209287,1.9176066462369386,0.0001
2020-10-19,STOCK_001,0.004739642622476108,981.7914496262448,3339879310.838955,1.9160693178575219,0.0001
2020-10-20,STOCK_001,0.013958352485072791,987.6335769315964,3284390462.920255,1.9223477174170511,0.0001
2020-10-21,STOCK_001,0.06815411504407037,1026.474553623865,3367472955.2668514,1.91014025499484,0.0001
2020-10-22,STOCK_001,0.026808559516171306,1033.1557790880827,3327095504.6788564,1.8976936714345762,0.0001
2020-10-23,STOCK_001,0.03273540400714835,1045.7144657482174,3345659842.399545,1.9178034365191745,0.0001
2020-10-26,STOCK_001,0.017478218543501386,1056.5271717651574,3326472598.970384,1.923084306762646,0.0001
2020-10-27,STOCK_001,0.011052943802809502,1064.2545190671162,3317422750.3690586,1.917732187598312,0.0001
2020-10-28,STOCK_001,0.017341395246531718,1061.7506554990564,3294602691.0619764,1.9121084152980767,0.0001
2020-10-29,STOCK_001,-0.011111319127700164,1070.658416697079,3322739197.655365,1.9144879327101063,0.0001
2020-10-30,STOCK_001,0.00928231019036492,1063.2406252246328,3316242792.0554714,1.9110765158274172,0.0001
2020-11-02,STOCK_001,0.02018837187817387,1061.5732660898618,3356037985.9372935,1.9081574184875147,0.0001
2020-11-03,STOCK_001,-0.04030288021279812,1057.2700350356347,3275067049.438434,1.929062553692135,0.0001
2020-11-04,STOCK_001,-0.027178668345719952,1058.9814818058383,3374524941.7455487,1.8999774262026383,0.0001
2020-11-05,STOCK_001,0.05422742868568836,1084.3404725793878,3351499871.979941,1.9075243353455194,0.0001
2020-11-06,STOCK_001,-0.018929146024439458,1064.9604327437914,3337312937.846658,1.9151468866055275,0.0001
2020-11-09,STOCK_001,0.011092871378868083,1073.1208005831472,3320740289.8811955,1.9048395060113135,0.0001
2020-11-10,STOCK_001,-0.028282751862812094,1056.672907755572,3305557700.031591,1.903573290166629,0.0001
2020-11-11,STOCK_001,-0.012237268927673552,1052.5314699129142,3300855096.495632,1.9116912766362948,0.0001
2020-11-12,STOCK_001,0.03929558508547854,1064.8350428137308,3304718276.9636273,1.9188551686028632,0.0001
2020-11-13,STOCK_001,-0.015018134897125371,1066.3713870168374,3378046276.1407137,1.9067873365925363,0.0001
2020-11-16,STOCK_001,-0.023023902085441805,1055.7317221895446,3336511334.412564,1.9171114363090769,0.0001
2020-11-17,STOCK_001,-0.011965447154812925,1049.0246193986402,3344253450.410877,1.913059872206628,0.0001
2020-11-18,STOCK_001,0.019658448414547173,1056.992986793363,3353263154.5729833,1.9169447175575511,0.0001
2020-11-19,STOCK_001,-0.004231186189906069,1050.1186571076685,3287346531.8643713,1.9206441949319812,0.0001
2020-11-20,STOCK_001,0.019509085020513302,1053.2318240674672,3358076507.4768524,1.905035324779627,0.0001
2020-11-23,STOCK_001,0.002449351188198885,1054.554386647401,3329805430.532538,1.9188673781559227,0.0001
2020-11-24,STOCK_001,-0.010287967852762871,1048.5265501076321,3321575553.7334857,1.9225930730815293,0.0001
2020-11-25,STOCK_001,0.019663546675048313,1071.8451943437576,3407225157.7555594,1.904818275598611,0.0001
2020-11-26,STOCK_001,-0.004934173722397288,1079.497301075979,3282573994.8180466,1.915238625710342,0.0001
2020-11-27,STOCK_001,-0.030327621042117996,1058.4995393509307,3352560169.2526217,1.9101261455127267,0.0001
2020-11-30,STOCK_001,0.002282809354296971,1061.319957045346,3376915054.542997,1.8995343088191492,0.0001
2020-12-01,STOCK_001,-0.017459556880761215,1055.1453411873706,3351606745.4194875,1.9065405730848402,0.0001
2020-12-02,STOCK_001,0.019499203253173135,1064.983868079151,3385772880.480778,1.9313853835698445,0.0001
2020-12-03,STOCK_001,-0.010169685473151974,1057.3956371581244,3303024161.967631,1.9070789302302567,0.0001
2020-12-04,STOCK_001,0.02797389145750871,1057.0283355415495,3357154402.9602737,1.9086319983756106,0.0001
2020-12-07,STOCK_001,0.00820421545425693,1063.2118168396864,3327031121.739503,1.9125763687969104,0.0001
2020-12-08,STOCK_001,0.024496643249378953,1073.2671978224785,3264645513.6860633,1.9122013012120394,0.0001
2020-12-09,STOCK_001,-0.01737271013021521,1061.243423967165,3305584770.3451033,1.9076185364035454,0.0001
2020-12-10,STOCK_001,-0.012635642187519957,1058.5425463378876,3376594560.4928555,1.9003193113015648,0.0001
2020-12-11,STOCK_001,-0.013376078754708544,1054.3618821844823,3355610534.999213,1.9096662622044929,0.0001
2020-12-14,STOCK_001,-0.013912626942070773,1048.3169172968041,3319230716.961969,1.9198908868655022,0.0001
2020-12-15,STOCK_001,0.030045495674054325,1067.663126298642,3339861405.8813477,1.9177896252203774,0.0001
2020-12-16,STOCK_001,0.0064541199094678365,1072.8410971958644,3360769092.88831,1.9091657523595762,0.0001
2020-12-17,STOCK_001,-0.0043930762151337364,1060.1720888235664,3308164092.6493773,1.9019577640106673,0.0001
2020-12-18,STOCK_001,0.012610677685473934,1070.7511426712326,3301068511.941038,1.9405318751362814,0.0001
2020-12-21,STOCK_001,0.039319756880548555,1094.3307553141508,3369972344.242053,1.8994150885251662,0.0001
2020-12-22,STOCK_001,0.003984171082384459,1106.5048048025478,3284524076.3330646,1.9169410564812652,0.0001
2020-12-23,STOCK_001,-0.03233005005700594,1090.578106970382,3346758595.706155,1.9175818581869226,0.0001
2020-12-24,STOCK_001,-0.0017678975240428849,1086.169618670788,3320056341.1618514,1.9111340611553902,0.0001
2020-12-25,STOCK_001,0.03920342494726634,1100.7993583637426,3339456263.3115807,1.9131548935623153,0.0001
